period,value,region,indID,dsID,source,is_number
2007,1909,HND,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,2060,HND,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,2167,HND,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2118,HND,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,2813,HND,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,3402,HND,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,27306,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,29211,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,29905,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,25904,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,25483,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,27061,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,31377,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,32539,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,35737,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,36007,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,33096,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,41129,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,46745,HTI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,60588,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,31758,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,47115,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,23757,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,34150,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,38899,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,38013,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,22617,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,21598,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,20240,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,17360,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,16452,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,16005,IDN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,567154,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,565398,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,452948,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,404030,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,343391,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,1692846,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,3482724,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,4729016,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,4780203,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,3534070,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,3358844,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,2985494,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,2120666,IRQ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,212,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,322,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,627,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,671,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,638,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,779,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,933,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1010,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1230,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,1498,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,1619,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,1727,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,1902,JAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,1520,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,1353,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,2022,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,1900,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,2141,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,2779,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,2552,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,2529,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,4019,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,5371,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2983,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,7344,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,5735,JOR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,4443,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,5814,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,13735,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,14863,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,15243,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,16565,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,8727,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,28471,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,771778,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,417267,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,310353,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,310381,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,422424,KEN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,7559,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,2263,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,3683,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,3845,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,3781,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,3497,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,3221,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,2709,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,2942,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,3077,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,284326,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,176724,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,176549,KGZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,37158,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,35066,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,33919,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,31873,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,18639,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,18842,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,18702,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,18184,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,17786,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,17369,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,16451,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,15412,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,14210,KHM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,16302,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,13594,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,12146,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,10844,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,16585,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,24796,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,26734,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,10181,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,8780,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,8592,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,8485,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,8111,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,7976,LAO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,11760,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,10659,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,28664,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,27092,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,23007,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,20758,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,765505,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,215801,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,15373,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,18353,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,17430,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,16927,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,17538,LBN,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,402687,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,462089,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,624717,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,910667,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,895670,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,735709,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,403391,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,95079,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,77614,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,73805,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,72039,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,203843,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,97307,LBR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,1161,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,1362,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,2396,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,2675,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,2579,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,2379,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,2266,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,2827,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,2898,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,2933,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,2912,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,576410,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,244545,LBY,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,837184,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,860852,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,869768,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,587801,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,503283,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,464261,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,680265,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,759100,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,670409,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,682787,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,584581,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,428229,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,284776,LKA,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,5,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,9,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,9,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,10,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,13,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,13,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,14,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,20,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,25,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,14,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,16,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,175,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,284,LSO,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,70,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,51,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,85,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,121,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,153,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,222,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,285,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,289,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,294,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,306,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,293,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,308,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,305,MDG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,561,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,686,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,848,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,855,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,746,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,873,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,1040,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1691,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,2508,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,3716,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,4066,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,4692,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,379834,MLI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,138149,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,146988,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,150533,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,161945,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,171519,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,205999,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,287642,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,277572,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,274041,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,496549,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,499955,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,777859,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,871354,MMR,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,625,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,911,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,1318,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,1024,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,1004,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,1296,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,2720,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,3062,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,3403,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,3780,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,3526,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,3403,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,2919,MNG,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,36,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,67,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,178,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,283,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,489,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,515,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,252,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1220,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1447,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,161,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,151,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,516,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,1008,MOZ,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,31540,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,32430,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,33118,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,33416,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,33754,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,33955,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,35257,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,34132,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,46401,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,40097,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,38506,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,40522,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,36757,MRT,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,40,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,52,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,199,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,1524,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,3055,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,3999,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,218,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,8302,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,8416,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,387,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,371,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,3117,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,4880,MWI,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,2316,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,2456,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,2613,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,10986,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,10377,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,4019,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,1281,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1162,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1029,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,1128,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,1457,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,2214,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2012,4476,NAM,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2000,747,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2001,901,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2002,1399,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2003,1195,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2004,1051,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2005,1283,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2006,1300,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2007,1106,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2008,1067,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2009,1110,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2010,1133,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
2011,1104,NER,CHD.O.PRO.0001.T4,unhcr,http://popstats.unhcr.org,1
